01|VENDAS|050|01|202301030343|20230103|20230103|16731862000124|07216054000138
02|01|00000000000000031991|01|01|20221201|00000000000000000000|11111111111000000000|RJ|21010410|RJ|00000000|CIF|01
03|00000000000000031991|01|7000000022035|02|.4|0|0.9|00|00|00|00|00|00
02|01|00000000000000031994|01|01|20221201|00000000000000000000|11111111111000000000|RJ|21010410|RJ|00000000|CIF|01
03|00000000000000031994|01|7000000022035|02|.4|0|0.9|00|00|00|00|00|00
02|01|00000000000000031995|01|01|20221201|00000000000000000000|11111111111000000000|RJ|21010410|RJ|00000000|CIF|01
03|00000000000000031995|01|7000000022035|01|.4|0|.45|00|00|00|00|00|00
03|00000000000000031995|01|7000000033639|01|1.|0|1.6|00|00|00|00|00|00
02|01|00000000000000032006|01|01|20221201|00000000000000000000|11111111111000000000|RJ|21010410|RJ|00000000|CIF|01
03|00000000000000032006|01|7891173063502|02|24|0|49.|00|00|00|00|00|00
02|01|00000000000000032009|01|01|20221201|00000000000000000000|11111111111000000000|RJ|21010410|RJ|00000000|CIF|01
03|00000000000000032009|01|7891173006950|02|26|0|53.|00|00|00|00|00|00
03|00000000000000032009|01|7891173007001|02|26|0|53.|00|00|00|00|00|00
02|01|00000000000000032023|01|01|20221201|00000000000000000000|11111111111000000000|RJ|21010410|RJ|00000000|CIF|01
03|00000000000000032023|01|7891173021793|01|5.|0|5.1|00|00|00|00|00|00
02|01|00000000000000032026|01|01|20221201|00000000000000000000|11111111111000000000|RJ|21010410|RJ|00000000|CIF|01
03|00000000000000032026|01|7891173021793|01|5.|0|5.1|00|00|00|00|00|00
02|01|00000000000000032619|01|01|20221201|00000000000000000000|11111111111000000000|RJ|21010410|RJ|00000000|CIF|01
03|00000000000000032619|01|7891173023063|01|30|0|30.|00|00|00|00|00|00
02|01|00000000000000032620|01|01|20221201|00000000000000000000|11111111111000000000|RJ|21010410|RJ|00000000|CIF|01
03|00000000000000032620|01|7891173063502|01|24|0|24.|00|00|00|00|00|00
02|01|00000000000000032639|01|01|20221201|00000000000000000000|11111111111000000000|RJ|21010410|RJ|00000000|CIF|01
03|00000000000000032639|01|7891173023001|01|24|0|24.|00|00|00|00|00|00
02|01|00000000000000032647|01|01|20221201|00000000000000000000|11111111111000000000|RJ|21010410|RJ|00000000|CIF|01
03|00000000000000032647|01|7891173023001|10|24|0|249|00|00|00|00|00|00
02|01|00000000000000032653|01|01|20221201|00000000000000000000|11111111111000000000|RJ|21010410|RJ|00000000|CIF|01
03|00000000000000032653|01|7891173063502|13|24|0|324|00|00|00|00|00|00
02|01|00000000000000040810|01|01|20221201|00000000000000000000|11111111111000000000|RJ|21010410|RJ|00000000|CIF|01
03|00000000000000040810|01|7891173063502|02|24|0|49.|00|00|00|00|00|00
02|01|00000000000000040818|01|01|20221201|00000000000000000000|11111111111000000000|RJ|21010410|RJ|00000000|CIF|01
03|00000000000000040818|01|7891173063502|01|24|0|24.|00|00|00|00|00|00
02|01|00000000000000040825|01|01|20221201|00000000000000000000|11111111111000000000|RJ|21010410|RJ|00000000|CIF|01
03|00000000000000040825|01|7891173021793|01|5.|0|5.1|00|00|00|00|00|00
02|01|00000000000000040833|01|01|20221201|00000000000000000000|11111111111000000000|RJ|21010410|RJ|00000000|CIF|01
03|00000000000000040833|01|7891173063502|01|24|0|24.|00|00|00|00|00|00
02|01|00000000000002410565|01|01|20221201|00000000000000000000|26407344000103000000|RJ|21010410|RJ|00000000|CIF|01
03|00000000000002410565|01|7891173023001|20|20|0|404|00|00|00|00|00|00
02|01|00000000000002410626|01|01|20221201|00000000000000000000|03951550000346000000|RJ|21010410|RJ|00000000|CIF|01
03|00000000000002410626|01|7891173023001|03|20|0|61.|00|00|00|00|00|00
02|01|00000000000002410923|01|01|20221201|00000000000000000000|01831728000128000000|RJ|21010410|RJ|00000000|CIF|01
03|00000000000002410923|01|7891173023001|10|22|0|229|00|00|00|00|00|00
02|01|00000000000002411026|01|01|20221201|00000000000000000000|00999347101000000000|RJ|21010410|MT|00000000|CIF|01
03|00000000000002411026|01|7891173023001|30|19|0|585|00|00|00|00|00|00
02|01|00000000000002411456|01|01|20221201|00000000000000000000|00309860000101000000|RJ|21010410|MG|00000000|CIF|01
03|00000000000002411456|01|7891173023001|10|19|0|195|00|00|00|00|00|00
02|01|00000000000002411947|01|01|20221201|00000000000000000000|03657160736000000000|RJ|21010410|RJ|00000000|CIF|01
03|00000000000002411947|01|7891173023001|15|18|0|270|00|00|00|00|00|00
02|01|00000000000002411956|01|01|20221201|00000000000000000000|01579387000650000000|RJ|21010410|RJ|00000000|CIF|01
03|00000000000002411956|01|7891173023001|11|21|0|240|00|00|00|00|00|00
02|01|00000000000002411957|01|01|20221201|00000000000000000000|04966191000100000000|RJ|21010410|RJ|00000000|CIF|01
03|00000000000002411957|01|7891173023001|10|21|0|210|00|00|00|00|00|00
02|01|00000000000002411958|01|01|20221201|00000000000000000000|36060788000179000000|RJ|21010410|RJ|00000000|CIF|01
03|00000000000002411958|01|7891173023001|10|20|0|202|00|00|00|00|00|00
02|01|00000000000002411959|01|01|20221201|00000000000000000000|28778219000135000000|RJ|21010410|RJ|00000000|CIF|01
03|00000000000002411959|01|7891173023001|10|23|0|230|00|00|00|00|00|00
02|01|00000000000002411960|01|01|20221201|00000000000000000000|10786483000155000000|RJ|21010410|RJ|00000000|CIF|01
03|00000000000002411960|01|7891173023001|10|23|0|239|00|00|00|00|00|00
02|01|00000000000002411961|01|01|20221201|00000000000000000000|02082125742000000000|RJ|21010410|RJ|00000000|CIF|01
03|00000000000002411961|01|7891173023001|20|22|0|452|00|00|00|00|00|00
02|01|00000000000002411962|01|01|20221201|00000000000000000000|40763303000180000000|RJ|21010410|RJ|00000000|CIF|01
03|00000000000002411962|01|7891173023001|10|22|0|226|00|00|00|00|00|00
02|01|00000000000002411964|01|01|20221201|00000000000000000000|67362052715000000000|RJ|21010410|RJ|00000000|CIF|01
03|00000000000002411964|01|7891173023001|10|23|0|233|00|00|00|00|00|00
02|01|00000000000002411965|01|01|20221201|00000000000000000000|10717946000127000000|RJ|21010410|RJ|00000000|CIF|01
03|00000000000002411965|01|7891173023001|20|22|0|452|00|00|00|00|00|00
02|01|00000000000002411966|01|01|20221201|00000000000000000000|10802038778000000000|RJ|21010410|RJ|00000000|CIF|01
03|00000000000002411966|01|7891173023001|10|22|0|226|00|00|00|00|00|00
02|01|00000000000002411967|01|01|20221201|00000000000000000000|00480042780000000000|RJ|21010410|RJ|00000000|CIF|01
03|00000000000002411967|01|7891173023001|50|20|0|104|00|00|00|00|00|00
02|01|00000000000002411968|01|01|20221201|00000000000000000000|17231592000155000000|RJ|21010410|RJ|00000000|CIF|01
03|00000000000002411968|01|7891173023001|10|23|0|239|00|00|00|00|00|00
02|01|00000000000002411969|01|01|20221201|00000000000000000000|04794860000103000000|RJ|21010410|RJ|00000000|CIF|01
03|00000000000002411969|01|7891173023001|10|20|0|202|00|00|00|00|00|00
02|01|00000000000002411970|01|01|20221201|00000000000000000000|89062590772000000000|RJ|21010410|RJ|00000000|CIF|01
03|00000000000002411970|01|7891173023001|10|21|0|215|00|00|00|00|00|00
02|01|00000000000002411971|01|01|20221201|00000000000000000000|20864805000190000000|RJ|21010410|RJ|00000000|CIF|01
03|00000000000002411971|01|7891173023001|50|21|0|105|00|00|00|00|00|00
02|01|00000000000002411972|01|01|20221201|00000000000000000000|30197974000178000000|RJ|21010410|RJ|00000000|CIF|01
03|00000000000002411972|01|7891173023001|10|23|0|239|00|00|00|00|00|00
02|01|00000000000002411973|01|01|20221201|00000000000000000000|04335735000127000000|RJ|21010410|MG|00000000|CIF|01
03|00000000000002411973|01|7891173023001|20|22|0|445|00|00|00|00|00|00
02|01|00000000000002411974|01|01|20221201|00000000000000000000|27976521000135000000|RJ|21010410|RJ|00000000|CIF|01
03|00000000000002411974|01|7891173023001|30|22|0|687|00|00|00|00|00|00
02|01|00000000000002411975|01|01|20221201|00000000000000000000|18946666000100000000|RJ|21010410|RJ|00000000|CIF|01
03|00000000000002411975|01|7891173023001|10|21|0|215|00|00|00|00|00|00
02|01|00000000000002411976|01|01|20221201|00000000000000000000|33908057000142000000|RJ|21010410|RJ|00000000|CIF|01
03|00000000000002411976|01|7891173023001|19|21|0|413|00|00|00|00|00|00
02|01|00000000000002411977|01|01|20221201|00000000000000000000|12799129000190000000|RJ|21010410|RJ|00000000|CIF|01
03|00000000000002411977|01|7891173023001|10|23|0|230|00|00|00|00|00|00
02|01|00000000000002411978|01|01|20221201|00000000000000000000|21263523000109000000|RJ|21010410|RJ|00000000|CIF|01
03|00000000000002411978|01|7891173023001|10|23|0|239|00|00|00|00|00|00
02|01|00000000000002411980|01|01|20221201|00000000000000000000|30167290000123000000|RJ|21010410|RJ|00000000|CIF|01
03|00000000000002411980|01|7891173023001|11|20|0|229|00|00|00|00|00|00
02|01|00000000000002411981|01|01|20221201|00000000000000000000|07548684000100000000|RJ|21010410|RJ|00000000|CIF|01
03|00000000000002411981|01|7891173023001|10|23|0|239|00|00|00|00|00|00
02|01|00000000000002411982|01|01|20221201|00000000000000000000|30537740000122000000|RJ|21010410|RJ|00000000|CIF|01
03|00000000000002411982|01|7891173023001|20|20|0|404|00|00|00|00|00|00
02|01|00000000000002411983|01|01|20221201|00000000000000000000|28810125000104000000|RJ|21010410|RJ|00000000|CIF|01
03|00000000000002411983|01|7891173023001|20|23|0|460|00|00|00|00|00|00
02|01|00000000000002411984|01|01|20221201|00000000000000000000|19525278000100000000|RJ|21010410|MG|00000000|CIF|01
03|00000000000002411984|01|7891173023001|30|19|0|585|00|00|00|00|00|00
02|01|00000000000002411985|01|01|20221201|00000000000000000000|33618984000209000000|RJ|21010410|MG|00000000|CIF|01
03|00000000000002411985|01|7891173023001|80|20|0|165|00|00|00|00|00|00
02|01|00000000000002411986|01|01|20221201|00000000000000000000|02465242000186000000|RJ|21010410|RJ|00000000|CIF|01
03|00000000000002411986|01|7891173023001|30|20|0|606|00|00|00|00|00|00
02|01|00000000000002411987|01|01|20221201|00000000000000000000|08628218000105000000|RJ|21010410|RJ|00000000|CIF|01
03|00000000000002411987|01|7891173023001|10|23|0|230|00|00|00|00|00|00
02|01|00000000000002411988|01|01|20221201|00000000000000000000|28831999000130000000|RJ|21010410|RJ|00000000|CIF|01
03|00000000000002411988|01|7891173023001|10|20|0|202|00|00|00|00|00|00
02|01|00000000000002411989|01|01|20221201|00000000000000000000|34500174000135000000|RJ|21010410|RJ|00000000|CIF|01
03|00000000000002411989|01|7891173023001|20|21|0|438|00|00|00|00|00|00
02|01|00000000000002411990|01|01|20221201|00000000000000000000|30742399000147000000|RJ|21010410|RJ|00000000|CIF|01
03|00000000000002411990|01|7891173023001|20|20|0|410|00|00|00|00|00|00
02|01|00000000000002411991|01|01|20221201|00000000000000000000|42248468000140000000|RJ|21010410|RJ|00000000|CIF|01
03|00000000000002411991|01|7891173023001|60|21|0|131|00|00|00|00|00|00
02|01|00000000000002411992|01|01|20221201|00000000000000000000|30831606000130000000|RJ|21010410|RJ|00000000|CIF|01
03|00000000000002411992|01|7891173023001|15|20|0|313|00|00|00|00|00|00
02|01|00000000000002411993|01|01|20221201|00000000000000000000|33702028000120000000|RJ|21010410|RJ|00000000|CIF|01
03|00000000000002411993|01|7891173023001|10|21|0|219|00|00|00|00|00|00
02|01|00000000000002411994|01|01|20221201|00000000000000000000|68668045000172000000|RJ|21010410|RJ|00000000|CIF|01
03|00000000000002411994|01|7891173023001|25|20|0|505|00|00|00|00|00|00
02|01|00000000000002411995|01|01|20221201|00000000000000000000|32130304000160000000|RJ|21010410|RJ|00000000|CIF|01
03|00000000000002411995|01|7891173023001|40|19|0|780|00|00|00|00|00|00
02|01|00000000000002411996|01|01|20221201|00000000000000000000|30325856000106000000|RJ|21010410|RJ|00000000|CIF|01
03|00000000000002411996|01|7891173023001|40|21|0|876|00|00|00|00|00|00
02|01|00000000000002411997|01|01|20221201|00000000000000000000|28065845000184000000|RJ|21010410|RJ|00000000|CIF|01
03|00000000000002411997|01|7891173023001|20|22|0|458|00|00|00|00|00|00
02|01|00000000000002411998|01|01|20221201|00000000000000000000|06340575000130000000|RJ|21010410|RJ|00000000|CIF|01
03|00000000000002411998|01|7891173023001|10|21|0|219|00|00|00|00|00|00
02|01|00000000000002411999|01|01|20221201|00000000000000000000|13091720000151000000|RJ|21010410|RJ|00000000|CIF|01
03|00000000000002411999|01|7891173023001|50|22|0|110|00|00|00|00|00|00
02|01|00000000000002412000|01|01|20221201|00000000000000000000|20937581000108000000|RJ|21010410|RJ|00000000|CIF|01
03|00000000000002412000|01|7891173023001|50|21|0|106|00|00|00|00|00|00
02|01|00000000000002412001|01|01|20221201|00000000000000000000|10905655000162000000|RJ|21010410|RJ|00000000|CIF|01
03|00000000000002412001|01|7891173023001|20|20|0|404|00|00|00|00|00|00
02|01|00000000000002412002|01|01|20221201|00000000000000000000|23199592000118000000|RJ|21010410|RJ|00000000|CIF|01
03|00000000000002412002|01|7891173023001|20|21|0|431|00|00|00|00|00|00
02|01|00000000000002412003|01|01|20221201|00000000000000000000|00756850000114000000|RJ|21010410|RJ|00000000|CIF|01
03|00000000000002412003|01|7891173023001|50|21|0|107|00|00|00|00|00|00
02|01|00000000000002412004|01|01|20221201|00000000000000000000|04963936000250000000|RJ|21010410|RJ|00000000|CIF|01
03|00000000000002412004|01|7891173023001|10|23|0|230|00|00|00|00|00|00
02|01|00000000000002412005|01|01|20221201|00000000000000000000|60746948355751000000|RJ|21010410|RJ|00000000|CIF|01
03|00000000000002412005|01|7891173023001|30|21|0|657|00|00|00|00|00|00
02|01|00000000000002412006|01|01|20221201|00000000000000000000|31317035000182000000|RJ|21010410|RJ|00000000|CIF|01
03|00000000000002412006|01|7891173023001|50|22|0|114|00|00|00|00|00|00
02|01|00000000000002412007|01|01|20221201|00000000000000000000|42382879000476000000|RJ|21010410|RJ|00000000|CIF|01
03|00000000000002412007|01|7891173023001|40|22|0|916|00|00|00|00|00|00
